number,word,phoneme,syllabify,phoneme_syllabify,method
12344,ketiap,kətiap,ke.ti.ap,kə.ti.ap,manual
12345,ketiau,kətiau,ke.ti.au,kə.ti.au,manual
12346,ketibaan,kətibaʔan,ke.ti.ba.an,kə.ti.ba.ʔan,LLM
12347,ketiban,kətiban,ke.ti.ban,kə.ti.ban,manual
12348,ketidakadilan,kətidakadilan,ke.ti.da.ka.lin,kə.ti.da.ka.dilan,LLM
12349,ketidakhadiran,kətidaʔhadiran,ke.ti.dak.ha.di.ran,kə.ti.daʔ.ha.di.ran,LLM
12350,ketidak-jelasan,kətidaʔdʒəlasan,ke.ti.dak-je.laʔ.san,kə.ti.daʔdʒə.las.an,LLM
12351,ketidak,kətidaʔ,ke.ti.dak,kə.ti.daʔ,LLM
12352,ketidak-pastian,kətidaʔpastian,ke.ti.dak-pas.ti.an,kə.ti.daʔpast.ia.n,LLM
12353,ketidakpercayaan,kətidaʔpərtʃajaʔan,ke.ti.dak.per.cay.aan,kə.ti.daʔ.pər.tʃa.jaʔan,LLM
12354,ketidak-puasan,kətidaʔpuasan,ke.ti.dak.pu.a.san,kə.ti.daʔ.pu.a.san,LLM
12355,ketidak-sabaran,kətidaʔsabaran,ke.ti.dak.sa.ba.ran,kə.ti.daʔ.sa.ba.ran,LLM
12356,ketidak-samaan,kətidaʔsamaʔan,ke.ti.dak.sa.maʔ.an,kə.ti.daʔ.sa.maʔ.an,LLM
12357,ketidakseimbangan,kətidaʔsəimbaŋan,ke.ti.dak.se.im.ban.gan,kə.ti.daʔ.sə.im.baŋan,LLM
12358,ketidaksenonohan,kətidaʔsənonohan,ke.ti.dak.se.no.noh.an,kə.ti.daʔ.sə.no.noh.an,manual
12359,ketidak-seragaman,kətidaʔsəragaman,ke.ti.dak-se.ra.ga.man,kə.ti.daʔsər.ag.am.an,LLM
12360,ketidak-seriusan,kətidaʔseriusan,ke.ti.dak-se.riu.san,kə.ti.daʔser.ius.an,LLM
12361,ketidak-siapan,kətidaʔsiapan,ke.ti.dak-sia.pan,kə.ti.daʔsiap.an,LLM
12362,ketidak-taatan,kətidaʔtaʔatan,ke.ti.dak.ta.a.tan,kə.ti.daʔ.ta.ʔ.atan,LLM
12363,ketidak-tentuan,kətidaʔtəntuan,ke.ti.dak.ten.tu.an,kə.ti.daʔ.tən.tu.an,LLM
12364,ketiding,kətidiŋ,ke.ti.ding,kə.ti.diŋ,manual
12365,ketiduran,kətiduran,ke.ti.du.ran,kə.ti.du.ran,LLM
12366,ketiga,kətiga,ke.ti.ga,kə.ti.ga,LLM
12367,ketiganya,kətigaɲa,ke.ti.ga.nya,kə.ti.ga.ɲa,manual
12368,ketika,kətika,ke.ti.ka,kə.ti.ka,manual
12369,ketikan,kətikan,ke.ti.kan,kə.ti.kan,LLM
12370,keti,kəti,ke.ti,kə.ti,manual
12371,ketik,kətiʔ,ke.tik,kə.tiʔ,manual
12372,ketilang,kətilaŋ,ke.ti.lang,kə.ti.laŋ,manual
12373,ketil,kətil,ke.til,kə.til,manual
12374,ketimbang,kətimbaŋ,ke.tim.bang,kə.tim.baŋ,manual
12375,ketimbul,kətimbul,ke.tim.bul,kə.tim.bul,manual
12376,ketimpangan,kətimpaŋan,ke.tim.pang.an,kə.tim.paŋ.an,manual
12377,ketimuran,kətimuran,ke.ti.mur.an,kə.ti.mur.an,manual
12378,ketinggalan,kətiŋgalan,ke.ting.gal.an,kə.tiŋ.gal.an,manual
12379,ketinggian,kətiŋgian,ke.ting.gi.an,kə.tiŋ.gi.an,manual
12380,keting,kətiŋ,ke.ting,kə.tiŋ,manual
12381,ketip,kətip,ke.tip,kə.tip,manual
12382,ketiplak,kətiplaʔ,ke.tip.lak,kə.tip.laʔ,manual
12383,ketipung,kətipuŋ,ke.ti.pung,kə.ti.puŋ,manual
12384,ketirah,kətirah,ke.ti.rah,kə.ti.rah,manual
12385,ketir,kətir,ke.tir,kə.tir,LLM
12386,ketis,kətis,ke.tis,kə.tis,LLM
12387,ketitiran,kətitiran,ke.ti.tir.an,kə.ti.tir.an,manual
12388,ketitir,kətitir,ke.ti.tir,kə.ti.tir,manual
12389,ketokan,kətokan,ke.tok.an,kə.tok.an,manual
12390,ketok,ketoʔ,ke.tok,ke.toʔ,manual
12391,ketok,kətoʔ,ke.tok,kə.toʔ,manual
12392,ketokohan,kətokohan,ke.to.koh.an,kə.to.koh.an,manual
12393,ketola,kətola,ke.to.la,kə.to.la,manual
12394,ketololan,kətololan,ke.to.lol.an,kə.to.lol.an,manual
12395,ketombe,kətombe,ke.tom.be,kə.tom.be,manual
12396,keton,kəton,ke.ton,kə.ton,manual
12397,ketopong,kətopoŋ,ke.to.pong,kə.to.poŋ,manual
12398,ketoprak,kətopraʔ,ke.top.rak,kə.top.raʔ,manual
12399,ketrampilan,kətrampilan,ke.tram.pi.lan,kə.tram.pi.lan,LLM
12400,ketrek,kətreʔ,ket.rek,kət.reʔ,manual
12401,ketua,kətua,ke.tua,kə.tua,manual
12402,ketuanya,kətuaɲa,ke.tu.an.ya,kə.tu.aɲ.a,LLM
12403,ketuat,kətuat,ke.tu.at,kə.tu.at,manual
12404,ketuban,kətuban,ke.tu.ban,kə.tu.ban,manual
12405,ketuhanan,kətuhanan,ke.tu.han.an,kə.tu.han.an,manual
12406,ketuir,kətuir,ke.tu.ir,kə.tu.ir,manual
12407,ketujuh,kətudʒuh,ke.tu.juh,kə.tu.dʒuh,LLM
12408,ketukan,kətukan,ke.tuk.an,kə.tuk.an,manual
12409,ketu,kətu,ke.tu,kə.tu,manual
12410,ketuk,kətuʔ,ke.tuk,kə.tuʔ,manual
12411,ketularan,kətularan,ke.tu.lar.an,kə.tu.lar.an,manual
12412,ketulenan,kətulenan,ke.tu.len.an,kə.tu.len.an,manual
12413,ketul,kətul,ke.tul,kə.tul,manual
12414,ketulusan,kətulusan,ke.tu.lus.an,kə.tu.lus.an,manual
12415,ketumbar,kətumbar,ke.tum.bar,kə.tum.bar,manual
12416,ketumbi,kətumbi,ke.tum.bi,kə.tum.bi,manual
12417,ketumbit,kətumbit,ke.tum.bit,kə.tum.bit,manual
12418,ketumbuhan,kətumbuhan,ke.tum.bu.han,kə.tum.bu.han,LLM
12419,ketumbu,kətumbu,ke.tum.bu,kə.tum.bu,manual
12420,ketumpang,kətumpaŋ,ke.tum.pang,kə.tum.paŋ,manual
12421,ketundukan,kətundukan,ke.tun.duk.an,kə.tun.duk.an,manual
12422,ketungging,kətuŋgiŋ,ke.tung.ging,kə.tuŋ.giŋ,manual
12423,ketun,kətun,ke.tun,kə.tun,manual
12424,ketupa,kətupa,ke.tu.pa,kə.tu.pa,manual
12425,ketupat,kətupat,ke.tu.pat,kə.tu.pat,manual
12426,ketup,kətup,ke.tup,kə.tup,manual
12427,ketupuk,kətupuʔ,ke.tu.puk,kə.tu.puʔ,manual
12428,ketur,kətur,ke.tur,kə.tur,manual
12429,keturunan,kəturunan,ke.tu.ru.nan,kə.tu.ru.nan,LLM
12430,keturunannya,kəturunanɲa,ke.tu.ru.nan.nya,kə.tu.ru.nan.ɲa,LLM
12431,ketus,kətus,ke.tus,kə.tus,manual
12432,keuangan,kəuaŋan,ke.u.an.gan,kə.u.aŋan,LLM
12433,keuangannya,kəuaŋanɲa,ke.u.an.gan.nya,kə.u.aŋan.ɲa,LLM
12434,keuletan,kəulətan,ke.u.let.an,kə.u.lət.an,manual
12435,keunggulan,kəuŋgulan,ke.ung.gul.an,kə.uŋ.gul.an,manual
12436,keunikan,kəunikan,ke.u.nik.an,kə.u.nik.an,manual
12437,keuntungan,kəuntuŋan,ke.un.tung.gan,kə.un.tuŋ.an,LLM
12438,keusahawanan,kəusahawanan,ke.u.sa.ha.wan.an,kə.u.sa.ha.wan.an,manual
12439,keuskupan,kəuskupan,ke.us.kup.an,kə.us.kup.an,manual
12440,keutamaan,kəutamaʔan,ke.u.ta.ma.an,kə.u.ta.ma.ʔan,manual
12441,keutuhan,kəutuhan,ke.u.tuh.an,kə.u.tuh.an,manual
12442,keuzuran,kəuzuran,ke.u.zu.ran,kə.u.zu.ran,LLM
12443,kewafatan,kəwafatan,ke.wa.fa.tan,kə.wa.fa.tan,LLM
12444,kewajaran,kəwadʒaran,ke.wa.jar.an,kə.wa.dʒa.ran,manual
12445,kewajiban,kəwadʒiban,ke.wa.ji.ban,kə.wa.dʒ.iban,LLM
12446,kewajibannya,kəwadʒibanɲa,ke.wa.ji.ban.nya,kə.wa.dʒ.iba.nɲa,LLM
12447,kewanitaan,kəwanitaʔan,ke.wa.ni.ta.an,kə.wa.ni.ta.ʔan,manual
12448,kewarasan,kəwarasan,ke.wa.ras.an,kə.wa.ras.an,manual
12449,kewargaan,kəwargaʔan,ke.war.ga.an,kə.war.ga.ʔan,manual
12450,kewarganegaraan,kəwarganəgaraʔan,ke.war.ga.ne.ga.ra.an,kə.war.ga.nə.ga.ra.ʔan,LLM
12451,kewartawanan,kəwartawanan,ke.war.ta.wan.an,kə.war.ta.wan.an,manual
12452,kewaspadaan,kəwaspadaʔan,ke.was.pa.da.an,kə.was.pa.da.ʔan,manual
12453,kewenangan,kəwənaŋan,ke.we.nang.an,kə.wə.naŋ.an,manual
12454,kewes,kewes,ke.wes,ke.wes,manual
12455,kewibawaan,kəwibawaʔan,ke.wi.ba.wa.an,kə.wi.ba.wa.ʔan,manual
12456,kewuh,kewuh,ke.wuh,ke.wuh,manual
12457,kewujudan,kəwudʒudan,ke.wu.jud.an,kə.wu.dʒu.dan,manual
12458,keyakinan,kəjakinan,ke.ya.kin.an,kə.ja.kin.an,manual
12459,khabar,ʔhabar,kha.bar,ʔha.bar,LLM
12460,khadam,ʔhadam,kha.dam,ʔha.dam,manual
12461,kha,ʔha,kha,ʔha,LLM
12462,khalayak,ʔhalajaʔ,kha.la.yak,ʔha.la.jaʔ,manual
12463,khalifah,ʔhalifah,kha.li.fah,ʔha.li.fah,manual
12464,khali,ʔhali,kha.li,ʔha.li,manual
12465,khalwat,ʔhalwat,khal.wat,ʔhal.wat,manual
12466,khamir,ʔhamir,kha.mir,ʔha.mir,manual
12467,khas,ʔhas,khas,ʔhas,LLM
12468,khasiat,ʔhasiat,kha.si.at,ʔha.si.at,manual
12469,khasnya,ʔhasɲa,khas.nya,ʔhas.ɲa,LLM
12470,khatan,ʔhatan,kha.tan,ʔha.tan,LLM
12471,khat,ʔhat,khat,ʔhat,LLM
12472,khatib,ʔhatib,kha.tib,ʔha.tib,manual
12473,khatulistiwa,ʔhatulistiwa,kha.tu.lis.ti.wa,ʔha.tu.lis.ti.wa,manual
12474,khawatir,ʔhawatir,kha.wa.tir,ʔha.wa.tir,manual
12475,khayalan,ʔhajalan,kha.yal.an,ʔha.jal.an,manual
12476,khayal,ʔhajal,kha.yal,ʔha.jal,manual
12477,khazanah,ʔhazanah,kha.za.nah,ʔha.za.nah,manual
12478,khemah,ʔhemah,khe.mah,ʔhe.mah,LLM
12479,khianat,ʔhianat,khi.a.nat,ʔhi.a.nat,manual
12480,khidmat,ʔhidmat,khid.mat,ʔhid.mat,manual
12481,khilaf,ʔhilaf,khi.laf,ʔhi.laf,manual
12482,khir,ʔhir,khir,ʔhir,LLM
12483,khitan,ʔhitan,khi.tan,ʔhi.tan,manual
12484,khotbah,ʔhotbah,khot.bah,ʔhot.bah,manual
12485,khuatir,ʔhuatir,khu.a.tir,ʔhu.a.tir,LLM
12486,khurafat,ʔhurafat,khu.ra.fat,ʔhu.ra.fat,manual
12487,khusus,ʔhusus,khu.sus,ʔhu.sus,manual
12488,khususnya,ʔhususɲa,khu.sus.nya,ʔhu.sus.ɲa,LLM
12489,khusyuk,ʔhusjuʔ,khu.syuk,ʔhu.sjuʔ,manual
12490,khutbah,ʔhutbah,khu.tbah,ʔhu.tbah,LLM
12491,kiai,kiai,ki.ai,ki.ai,manual
12492,kial,kial,ki.al,ki.al,manual
12493,kiamat,kiamat,kia.mat,kia.mat,LLM
12494,kiambang,kiambaŋ,ki.am.bang,ki.am.baŋ,manual
12495,kian,kian,ki.an,ki.an,manual
12496,kiasan,kiasan,ki.a.san,ki.a.san,LLM
12497,kias,kias,ki.as,ki.as,manual
12498,kiat,kiat,ki.at,ki.at,manual
12499,kibar,kibar,ki.bar,ki.bar,manual
12500,kibas,kibas,ki.bas,ki.bas,manual
12501,kiblat,kiblat,kib.lat,kib.lat,manual
12502,kicap,kitʃap,ki.cap,ki.tʃap,LLM
12503,kicau,kitʃau,ki.cau,ki.tʃau,manual
12504,kidal,kidal,ki.dal,ki.dal,manual
12505,kidung,kiduŋ,ki.dung,ki.duŋ,manual
12506,kifayah,kifajah,ki.fa.yah,ki.fa.jah,manual
12507,kijang,kidʒaŋ,ki.jang,ki.dʒaŋ,manual
12508,kikih,kikih,ki.kih,ki.kih,manual
12509,kikik,kikiʔ,ki.kik,ki.kiʔ,manual
12510,kikir,kikir,ki.kir,ki.kir,manual
12511,kikisan,kikisan,ki.kis.an,ki.kis.an,manual
12512,kikis,kikis,ki.kis,ki.kis,manual
12513,kikuk,kikuʔ,ki.kuk,ki.kuʔ,manual
12514,kilah,kilah,ki.lah,ki.lah,manual
12515,kilangan,kilaŋan,ki.laŋ.an,ki.laŋan,LLM
12516,kilang,kilaŋ,ki.lang,ki.laŋ,manual
12517,kilan,kilan,ki.lan,ki.lan,manual
12518,kilap,kilap,ki.lap,ki.lap,LLM
12519,kilas,kilas,ki.las,ki.las,manual
12520,kilat,kilat,ki.lat,ki.lat,LLM
12521,kilauan,kilauan,ki.lau.an,ki.lau.an,manual
12522,kilau,kilau,ki.lau,ki.lau,manual
12523,kilir,kilir,ki.lir,ki.lir,manual
12524,kilogram,kilogram,ki.lo.gram,ki.lo.gram,manual
12525,kilo,kilo,ki.lo,ki.lo,manual
12526,kilometer,kilometər,ki.lo.me.ter,ki.lo.me.tər,manual
12527,kimia,kimia,ki.mia,ki.mia,manual
12528,kimono,kimono,ki.mo.no,ki.mo.no,manual
12529,kina,kina,ki.na,ki.na,manual
12530,kincah,kintʃah,kin.cah,kin.tʃah,manual
12531,kincir,kintʃir,kin.cir,kin.tʃir,manual
12532,kinematika,kinematika,ki.ne.ma.ti.ka,ki.ne.ma.ti.ka,manual
12533,kinerja,kinərdʒa,ki.ner.ja,ki.nər.dʒa,manual
12534,kini,kini,ki.ni,ki.ni,manual
12535,kinja,kindʒa,kin.ja,kin.dʒa,manual
12536,kios,kios,ki.os,ki.os,manual
12537,kipas,kipas,ki.pas,ki.pas,manual
12538,kiper,kipər,ki.per,ki.pər,manual
12539,kiraan,kiraʔan,ki.ra.an,ki.ra.ʔan,manual
12540,kirab,kirab,ki.rab,ki.rab,manual
12541,kirakan,kirakan,ki.ra.kan,ki.ra.kan,LLM
12542,kira,kira,ki.ra,ki.ra,manual
12543,kiranya,kiraɲa,ki.ra.nya,ki.ra.ɲa,manual
12544,kirbat,kirbat,kir.bat,kir.bat,manual
12545,kiri,kiri,ki.ri,ki.ri,LLM
12546,kiriman,kiriman,ki.rim.an,ki.rim.an,manual
12547,kirim,kirim,ki.rim,ki.rim,manual
12548,kirimnya,kirimɲa,ki.rim.nya,ki.rim.ɲa,LLM
12549,kirinya,kiriɲa,ki.ri.nya,ki.ri.ɲa,LLM
12550,kirmizi,kirmizi,kir.mi.zi,kir.mi.zi,manual
12551,kisah,kisah,ki.sah,ki.sah,manual
12552,kisaran,kisaran,ki.sa.ran,ki.sa.ran,LLM
12553,kisar,kisar,ki.sar,ki.sar,manual
12554,kisi,kisi,ki.si,ki.si,manual
12555,kismis,kismis,kis.mis,kis.mis,manual
12556,kista,kista,kis.ta,kis.ta,manual
12557,kisut,kisut,ki.sut,ki.sut,manual
12558,kitab,kitab,ki.tab,ki.tab,manual
12559,kita,kita,ki.ta,ki.ta,manual
12560,kitaran,kitaran,ki.ta.ran,ki.ta.ran,LLM
12561,kitar,kitar,ki.tar,ki.tar,manual
12562,kitir,kitir,ki.tir,ki.tir,manual
12563,klakson,ʔlaʔson,klak.son,ʔlaʔ.son,manual
12564,klarinet,ʔlarinet,kla.ri.net,ʔla.ri.net,manual
12565,klasifikasi,ʔlasifikasi,kla.si.fi.ka.si,ʔla.si.fi.ka.si,manual
12566,klasik,ʔlasiʔ,kla.sik,ʔla.siʔ,LLM
12567,klausa,ʔlausa,klau.sa,ʔlau.sa,manual
12568,klausul,ʔlausul,klau.sul,ʔlau.sul,manual
12569,klemensi,ʔlemensi,kle.men.si,ʔle.men.si,manual
12570,klenik,ʔləniʔ,kle.nik,ʔlə.niʔ,manual
12571,klep,ʔlep,klep,ʔlep,LLM
12572,klerus,ʔlerus,kle.rus,ʔle.rus,manual
12573,klien,ʔlien,kli.en,ʔli.en,manual
12574,klik,ʔliʔ,klik,ʔliʔ,LLM
12575,klimatologi,ʔlimatologi,kli.ma.to.lo.gi,ʔli.ma.to.lo.gi,manual
12576,klinik,ʔliniʔ,kli.nik,ʔli.niʔ,manual
12577,klinis,ʔlinis,kli.nis,ʔli.nis,manual
12578,klip,ʔlip,k.lip,ʔ.lip,LLM
12579,klise,ʔlise,kli.se,ʔli.se,manual
12580,klitoris,ʔlitoris,kli.to.ris,ʔli.to.ris,manual
12581,klona,ʔlona,klo.na,ʔlo.na,manual
12582,klon,ʔlon,k.lon,ʔ.lon,LLM
12583,klorin,ʔlorin,klo.rin,ʔlo.rin,manual
12584,kloroform,ʔloroform,klo.ro.form,ʔlo.ro.form,manual
12585,kloset,ʔloset,klo.set,ʔlo.set,manual
12586,km,ʔm,kamu.mu,ʔm,LLM
12587,knalpot,ʔnalpot,knal.pot,ʔnal.pot,manual
12588,koalisi,koalisi,ko.a.li.si,ko.a.li.si,manual
12589,kobalt,kobalt,ko.balt,ko.balt,manual
12590,kobaran,kobaran,ko.bar.an,ko.bar.an,manual
12591,kobar,kobar,ko.bar,ko.bar,manual
12592,kobe,kobe,ko.be,ko.be,LLM
12593,koboi,koboi,ko.boi,ko.boi,manual
12594,kobok,koboʔ,ko.bok,ko.boʔ,manual
12595,kobra,kobra,kob.ra,kob.ra,manual
12596,kocak,kotʃaʔ,ko.cak,ko.tʃaʔ,manual
12597,kocek,kotʃeʔ,ko.cek,ko.tʃeʔ,manual
12598,kocoh,kotʃoh,ko.coh,ko.tʃoh,manual
12599,kocok,kotʃoʔ,ko.cok,ko.tʃoʔ,manual
12600,kodak,kodaʔ,ko.dak,ko.daʔ,manual
12601,kode,kodə,ko.de,ko.də,manual
12602,kodifikasi,kodifikasi,ko.di.fi.ka.si,ko.di.fi.ka.si,manual
12603,kodi,kodi,ko.di,ko.di,manual
12604,kodok,kodoʔ,ko.dok,ko.doʔ,manual
12605,kodrati,kodrati,kod.ra.ti,kod.ra.ti,manual
12606,kodrat,kodrat,kod.rat,kod.rat,manual
12607,koefisien,koefisien,ko.e.fi.si.en,ko.e.fi.si.en,manual
12608,kognitif,kognitif,kog.ni.tif,kog.ni.tif,manual
12609,koheren,koheren,ko.he.ren,ko.he.ren,manual
12610,kohong,kohoŋ,ko.hong,ko.hoŋ,LLM
12611,kokas,kokas,ko.kas,ko.kas,manual
12612,kok,koʔ,ko.kʔ,ko.ʔ,LLM
12613,kokoh,kokoh,ko.koh,ko.koh,LLM
12614,kokok,kokoʔ,ko.kok,ko.koʔ,manual
12615,kokol,kokol,ko.kol,ko.kol,manual
12616,kokot,kokot,ko.kot,ko.kot,manual
12617,kokpit,koʔpit,kok.pit,koʔ.pit,manual
12618,koktail,koʔtail,kok.tail,koʔ.tail,manual
12619,kolaborasi,kolaborasi,ko.la.bo.ra.si,ko.la.bo.ra.si,manual
12620,kolaborator,kolaborator,ko.la.bo.ra.tor,ko.la.bo.ra.tor,manual
12621,kolak,kolaʔ,ko.lak,ko.laʔ,manual
12622,kola,kola,ko.la,ko.la,manual
12623,kolam,kolam,ko.lam,ko.lam,manual
12624,kolega,kolega,ko.le.ga,ko.le.ga,manual
12625,koleksi,koleʔsi,ko.lek.si,ko.leʔ.si,manual
12626,kolekte,koleʔtə,ko.lek.te,ko.leʔ.tə,manual
12627,kolektif,koleʔtif,ko.lek.tif,ko.leʔ.tif,manual
12628,kolektor,koleʔtor,ko.lek.tor,ko.leʔ.tor,manual
12629,kolera,kolera,ko.le.ra,ko.le.ra,manual
12630,kolese,kolesə,ko.le.se,ko.le.sə,manual
12631,kolesterol,kolestərol,ko.les.te.rol,ko.les.tə.rol,manual
12632,kolibri,kolibri,ko.lib.ri,ko.lib.ri,manual
12633,kol,kol,kol,kol,LLM
12634,koloid,koloid,ko.lo.id,ko.lo.id,manual
12635,kolom,kolom,ko.lom,ko.lom,manual
12636,kolonel,kolonel,ko.lo.nel,ko.lo.nel,manual
12637,kolong,koloŋ,ko.long,ko.loŋ,manual
12638,kolonialisme,kolonialismə,ko.lo.ni.al.is.me,ko.lo.ni.al.is.mə,manual
12639,kolonial,kolonial,ko.lo.ni.al,ko.lo.ni.al,manual
12640,koloni,koloni,ko.lo.ni,ko.lo.ni,manual
12641,kolonisasi,kolonisasi,ko.lo.ni.sa.si,ko.lo.ni.sa.si,manual
12642,kolor,kolor,ko.lor,ko.lor,manual
12643,kolot,kolot,ko.lot,ko.lot,manual
12644,kolumnis,kolumnis,ko.lum.nis,ko.lum.nis,manual
12645,kolusi,kolusi,ko.lu.si,ko.lu.si,manual
12646,koma,koma,ko.ma,ko.ma,manual
12647,komandan,komandan,ko.man.dan,ko.man.dan,manual
12648,komando,komando,ko.man.do,ko.man.do,manual
12649,kombinasi,kombinasi,kom.bi.na.si,kom.bi.na.si,manual
12650,komedi,komedi,ko.me.di,ko.me.di,manual
12651,komentar,komentar,ko.men.tar,ko.men.tar,manual
12652,komentator,komentator,ko.men.ta.tor,ko.men.ta.tor,manual
12653,komersial,komersial,ko.mer.si.al,ko.mer.si.al,manual
12654,komersil,komersil,ko.mer.sil,ko.mer.sil,LLM
12655,komidi,komidi,ko.mi.di,ko.mi.di,manual
12656,komik,komiʔ,ko.mik,ko.miʔ,manual
12657,komisaris,komisaris,ko.mi.sa.ris,ko.mi.sa.ris,manual
12658,komisi,komisi,ko.mi.si,ko.mi.si,manual
12659,komite,komite,ko.mi.te,ko.mi.te,manual
12660,komitmen,komitmen,ko.mit.men,ko.mit.men,manual
12661,komoditi,komoditi,ko.mo.di.ti,ko.mo.di.ti,LLM
12662,komodor,komodor,ko.mo.dor,ko.mo.dor,manual
12663,kompak,kompaʔ,kom.pak,kom.paʔ,manual
12664,kompanyon,kompaɲon,kom.pa.nyon,kom.pa.ɲon,manual
12665,komparatif,komparatif,kom.pa.ra.tif,kom.pa.ra.tif,manual
12666,kompartemen,kompartəmen,kom.par.te.men,kom.par.tə.men,manual
12667,kompas,kompas,kom.pas,kom.pas,manual
12668,kompatibel,kompatibəl,kom.pa.ti.bel,kom.pa.ti.bəl,manual
12669,kompeni,kompəni,kom.pe.ni,kom.pə.ni,manual
12670,kompensasi,kompensasi,kom.pen.sa.si,kom.pen.sa.si,manual
12671,kompeten,kompəten,kom.pe.ten,kom.pə.ten,manual
12672,kompetensi,kompətensi,kom.pe.ten.si,kom.pə.ten.si,manual
12673,kompetitif,kompetitif,kom.pe.ti.tif,kom.pe.ti.tif,manual
12674,kompilasi,kompilasi,kom.pi.la.si,kom.pi.la.si,manual
12675,kompilator,kompilator,kom.pi.la.tor,kom.pi.la.tor,manual
12676,kompleks,kompleʔs,kom.pleks,kom.pleʔs,manual
12677,komplikasi,komplikasi,kom.pli.ka.si,kom.pli.ka.si,manual
12678,komplotan,komplotan,kom.plot.an,kom.plot.an,manual
12679,komplot,komplot,kom.plot,kom.plot,manual
12680,komponen,komponen,kom.po.nen,kom.po.nen,manual
12681,kompor,kompor,kom.por,kom.por,manual
12682,komposer,komposər,kom.po.ser,kom.po.sər,manual
12683,komposisi,komposisi,kom.po.si.si,kom.po.si.si,manual
12684,komposit,komposit,kom.po.sit,kom.po.sit,manual
12685,kompos,kompos,kom.pos,kom.pos,manual
12686,komprehensif,komprehensif,kom.pre.hen.sif,kom.pre.hen.sif,manual
12687,kompresi,kompresi,kom.pre.si,kom.pre.si,manual
12688,kompres,kompres,kom.pres,kom.pres,manual
12689,kompresor,kompresor,kom.pre.sor,kom.pre.sor,manual
12690,kompromi,kompromi,kom.pro.mi,kom.pro.mi,manual
12691,kompromistis,kompromistis,kom.pro.mis.tis,kom.pro.mis.tis,manual
12692,komputerisasi,komputərisasi,kom.pu.te.ri.sa.si,kom.pu.tə.ri.sa.si,manual
12693,komputer,komputər,kom.pu.ter,kom.pu.tər,manual
12694,komunal,komunal,ko.mu.nal,ko.mu.nal,manual
12695,komunikasi,komunikasi,ko.mu.ni.ka.si,ko.mu.ni.ka.si,manual
12696,komuni,komuni,ko.mu.ni,ko.mu.ni,manual
12697,komunis,komunis,ko.mu.nis,ko.mu.nis,manual
12698,komunisme,komunismə,ko.mun.is.me,ko.mun.is.mə,manual
12699,komunitas,komunitas,ko.mu.ni.tas,ko.mu.ni.tas,manual
12700,komuniti,komuniti,ko.mu.ni.ti,ko.mu.ni.ti,LLM
12701,komuter,komutər,ko.mu.ter,ko.mu.tər,manual
12702,konco,kontʃo,kon.co,kon.tʃo,manual
12703,konde,konde,kon.de,kon.de,manual
12704,kondektur,kondeʔtur,kon.dek.tur,kon.deʔ.tur,manual
12705,kondensasi,kondensasi,kon.den.sa.si,kon.den.sa.si,manual
12706,kondensor,kondensor,kon.den.sor,kon.den.sor,manual
12707,kondisi,kondisi,kon.di.si,kon.di.si,manual
12708,kondom,kondom,kon.dom,kon.dom,manual
12709,kondusif,kondusif,kon.du.sif,kon.du.sif,manual
12710,koneksi,koneʔsi,ko.nek.si,ko.neʔ.si,manual
12711,konfederasi,konfedərasi,kon.fe.de.ra.si,kon.fe.də.ra.si,manual
12712,konfeksi,konfeʔsi,kon.fek.si,kon.feʔ.si,manual
12713,konferensi,konfərensi,kon.fe.ren.si,kon.fə.ren.si,manual
12714,konfigurasi,konfigurasi,kon.fi.gu.ra.si,kon.fi.gu.ra.si,manual
12715,konfirmasi,konfirmasi,kon.fir.ma.si,kon.fir.ma.si,manual
12716,konflik,konfliʔ,kon.flik,kon.fliʔ,manual
12717,konfrontasi,konfrontasi,kon.fron.ta.si,kon.fron.ta.si,manual
12718,kongesti,koŋesti,kon.ges.ti,koŋes.ti,manual
12719,kongkalikong,koŋkalikoŋ,kong.ka.li.kong,koŋ.ka.li.koŋ,manual
12720,kong,koŋ,kon.g,koŋ,LLM
12721,kongkongan,koŋkoŋan,kong.kong.an,koŋ.koŋ.an,manual
12722,kongkong,koŋkoŋ,kong.kong,koŋ.koŋ,manual
12723,konglomerat,koŋlomərat,kong.lo.me.rat,koŋ.lo.mə.rat,manual
12724,kongregasi,koŋregasi,kong.re.ga.si,koŋ.re.ga.si,manual
12725,kongres,koŋres,kong.res,koŋ.res,manual
12726,kongsi,koŋsi,kong.si,koŋ.si,manual
12727,konjugasi,kondʒugasi,kon.ju.ga.si,kon.dʒ.ug.asi,manual
12728,konkret,konʔret,kon.kret,kon.ʔret,manual
12729,konkrit,konʔrit,kon.krit,kon.ʔrit,LLM
12730,konon,konon,ko.non,ko.non,manual
12731,kononnya,kononɲa,ko.non.nya,ko.non.ɲa,LLM
12732,konotasi,konotasi,ko.no.ta.si,ko.no.ta.si,manual
12733,konsekuen,konsəkuen,kon.se.ku.en,kon.sə.ku.en,manual
12734,konsekuensi,konsəkuensi,kon.se.ku.en.si,kon.sə.ku.en.si,manual
12735,konsensus,konsensus,kon.sen.sus,kon.sen.sus,manual
12736,konsentrasi,konsentrasi,kon.sen.tra.si,kon.sen.tra.si,manual
12737,konsentris,konsentris,kon.sen.tris,kon.sen.tris,manual
12738,konsep,konsep,kon.sep,kon.sep,manual
